,Movie,Reviewer,Publish,Review,Date,Score
467,THE TRAGEDY OF MACBETH,Susan Granger,www.susangranger.com,"Inspired, audacious interpretation of one of Shakespeare's most compelling plays.",18/01/2022,80.0
468,THE TRAGEDY OF MACBETH,Alex McPherson,Cultured Vultures,"The Tragedy of Macbeth is bold, ferocious, gritty, and starkly beautiful. Something wicked this way comes, indeed.",18/01/2022,100.0
469,THE TRAGEDY OF MACBETH,Tom Shone,Sunday Times (UK),Joel Coen's The Tragedy of Macbeth is every bit as bold as you'd expect a Joel Coen take on Shakespeare to be.,18/01/2022,60.0
470,THE TRAGEDY OF MACBETH,Jeffrey Lyles,Lyles' Movie Files,It could just roll out its cast and reap the accolades. Coen makes this a memorable take with an actor's showcase presentation and striking visuals.,17/01/2022,95.0
471,THE TRAGEDY OF MACBETH,Ryan Syrek,"The Reader (Omaha, NE)",Squinting isn't necessary to see modern reflections in a delusional fascist ruler encouraged by prophetic messages to violently secure power. Witches cackling predictions about forests that walk wouldn't make a top 10 list of Most Bonkers QAnon Forecasts.,15/01/2022,94.0
472,THE TRAGEDY OF MACBETH,Shikhar Verma,High on Films,"This gothic retelling, which basically strips the play to its bare essentials, never really wakes up.",15/01/2022,40.0
473,THE TRAGEDY OF MACBETH,Randall King,Winnipeg Free Press,Washington and McDormand are ferocious as the ambitious Macbeths...,15/01/2022,80.0
474,THE TRAGEDY OF MACBETH,Clarisse Loughrey,Independent (UK),"Coen has not only surrounded his leads with steady, tempered performances - from Corey Hawkins as Macduff to Bertie Carvel as Banquo - but has directed both Washington and McDormand to take a wearier, more cool-headed approach.",14/01/2022,80.0
475,THE TRAGEDY OF MACBETH,Martin Carr,We Got This Covered,"This latest adaptation of the masterwork could dominate Oscar night as Denzel Washington, Frances McDormand and some supremely talented supporting players make waves. Washington breathes life into the title role and McDormand completes him.",14/01/2022,100.0
476,THE TRAGEDY OF MACBETH,Abbie Bernstein,Assignment X,"Both performances are excellent, making clear every choice and every point.",14/01/2022,89.0
477,THE TRAGEDY OF MACBETH,Lacy Baugher,Tell-Tale TV,"Presented entirely in black and white, the film features a claustrophobic, noir-ish style that feels like nothing so much as a horror movie.",14/01/2022,90.0
478,THE TRAGEDY OF MACBETH,Allen Almachar,The MacGuffin,"In a time where movies feel increasingly manufactured off an assembly line, here is an entry meticulously fashioned by artists who know exactly what they're doing.",14/01/2022,94.0
479,THE TRAGEDY OF MACBETH,John Lui,The Straits Times (Singapore),"This version from director Joel Coen, however, leans into theatrical minimalism -- the colours have been bled out into monochrome, the locations are expressed in geometrically stark, barely there props, and every syllable is consciously articulated.",13/01/2022,80.0
480,THE TRAGEDY OF MACBETH,Bob Grimm,Coachella Valley Independent,"Joel Coen has himself a good bloody time with the Bard, and Denzel Washington goes wonderfully nuts.",13/01/2022,90.0
481,THE TRAGEDY OF MACBETH,Rob Thomas,"Capital Times (Madison, WI)","This is Shakespeare done impolitely, and unforgettably.",12/01/2022,87.5
482,THE TRAGEDY OF MACBETH,Kathia Woods,The Philadelphia Tribune,Masterfully done,12/01/2022,80.0
483,THE TRAGEDY OF MACBETH,Brian Truitt,USA Today,"With ""Tragedy of Macbeth,"" something wicked this way comes -something familiar to anyone who remembers high school English classes but also at times a darkly enchanting delight.",12/01/2022,75.0
484,THE TRAGEDY OF MACBETH,Santiago Alverú,Cinemanía (Spain),"The sound and fury is provided by Kathryn Hunter, who gives life to the three fortune-tellers with whom Macbeth - and the viewer - will lose his mind. [Full review in Spanish]",12/01/2022,80.0
485,THE TRAGEDY OF MACBETH,Charles Koplinski,Reel Talk with Chuck and Pam,A staggering take on the classic tale.,12/01/2022,100.0
486,THE TRAGEDY OF MACBETH,Emiliano Basile,EscribiendoCine,A hypnotic film... [It] takes the viewer to another dimension. [Full review in Spanish],12/01/2022,80.0
487,THE TRAGEDY OF MACBETH,Fico Cangiano,CineXpress,"An exquisite adaptation of the literary classic. Delbonnel's cinematography is a beauty, while production design and sound are amazing. Washington and McDormand give strong performances in this awards contender. [Full review in Spanish]",12/01/2022,70.0
488,THE TRAGEDY OF MACBETH,Fiona Underhill,JumpCut Online,"Stunning visuals can only go so far in distracting us from the fact that it's emotionally uninvolving. Washington does well in a role he's too old for, but is let down by screenplay issues. Hawkins and Hunter are stand-outs, but it's largely disappointing",11/01/2022,50.0
489,THE TRAGEDY OF MACBETH,James Marsh,South China Morning Post,"Joel Coen's Tragedy of Macbeth is a triumph, from eerie start to its grisly finish.",11/01/2022,100.0
490,THE TRAGEDY OF MACBETH,Tessa Smith,Mama's Geeky,"A film that is loyal to a fault. With only Shakespearean English spoken and shot in all black and white, it feels too pretentious for its own good.",10/01/2022,50.0
491,THE TRAGEDY OF MACBETH,Bill Goodykoontz,Arizona Republic,"It's a streamlined version of Shakespeare's play - it's 105 minutes long - but Coen, who wrote the screenplay, maximizes the impact. You won't feel shortchanged. Dazzled, more like.",10/01/2022,100.0
492,THE TRAGEDY OF MACBETH,Kevin A. Ranson,MovieCrypt.com,"Something old and something new in glorious black and white, the filmed stage play strips visuals down to bare elements, shrouding irrelevance in billowing mists and pools of darkness... because somewhere, Tim Burton is surely smiling.",10/01/2022,100.0
493,THE TRAGEDY OF MACBETH,Filipe Freitas,Always Good Movies,At once wonderful and exasperating; a demented and beautiful delight shaped with risk-taking boldness and considerable maturation in the proceedings.,08/01/2022,90.0
494,THE TRAGEDY OF MACBETH,Rob Gonsalves,eFilmCritic.com,"The morality of it all seems weightless. But, boy, is it something to look at.",07/01/2022,80.0
495,THE TRAGEDY OF MACBETH,Bennett Campbell Ferguson,Willamette Week,"At once dignified and deranged, Denzel Washington's Macbeth is just one of countless pleasures to be found in The Tragedy of Macbeth, director Joel Coen's gorgeously austere adaptation of Shakespeare's spooky saga about power and madness.",06/01/2022,100.0
496,THE TRAGEDY OF MACBETH,Rich Cline,Shadows on the Wall,The emotionally energetic performances give the film several strong kicks.,06/01/2022,70.0
497,THE TRAGEDY OF MACBETH,Robert W. Butler,Butler's Cinema Scene,"Has there ever been a more visually ravishing Macbeth -- or any Shakespeare film, for that matter - than this new version of ""the Scottish play"" from Joel Coen?",06/01/2022,84.0
498,THE TRAGEDY OF MACBETH,Alan Zilberman,Spectrum Culture,"While Coen presents plenty that is worth celebrating, they never answer the questions that should inform an adaptation that's been done in countless forms: Why this? Why now?",06/01/2022,70.0
500,THE TRAGEDY OF MACBETH,Matthew Lucas,From the Front Row,"Coen's keen eye and Bruno Delbonnel's jaw-dropping cinematography help transport us into a world that at once feels alien and timeless, bound to its theatrical roots and yet boldly cinematic.",04/01/2022,87.5
501,THE TRAGEDY OF MACBETH,Nick Rogers,Midwest Film Journal,"Among modern directors, there may be none better to embrace the tale's murderous absurdities than Joel Coen. There also are few finer to embody its specifically and sloppily male assertion of fiefdom than an emeritus alpha like Denzel Washington.",04/01/2022,80.0
502,THE TRAGEDY OF MACBETH,Laura Potier,Starburst,Joel Coen helms a handsome but disappointingly passive adaptation of Shakespeare's Macbeth.,04/01/2022,60.0
503,THE TRAGEDY OF MACBETH,Tim Brayton,Alternate Ending,"Succeeds in recasting this material as surreal, psychological horror.",04/01/2022,90.0
504,THE TRAGEDY OF MACBETH,James Berardinelli,ReelViews,"Coen has cut and condensed the play to a tight 105 minutes, shedding anything remotely extraneous, and focusing exclusively on the main storyline and most prominent characters.",04/01/2022,75.0
505,THE TRAGEDY OF MACBETH,John Urbancich,JMuvies,"Despite freakishly austere settings, Frances McDormand as the 'Lady' and one Coen brother (Joel) at the helm, there's never anything bloody simple about this 'Tragedy.' Naturally, Denzel Washington's work in the lead is to die for, too.",03/01/2022,80.0
506,THE TRAGEDY OF MACBETH,Eddie Harrison,film-authority.com,"...Washington captures the nobility of Macbeth, but not the hubris or the venality...",03/01/2022,60.0
507,THE TRAGEDY OF MACBETH,Sean Collier,Pittsburgh Magazine,The hypnotic quality of the filmmaking complements the rhythm of the language.,31/12/2021,90.0
508,THE TRAGEDY OF MACBETH,Ruth Maramis,FlixChatter Film Blog,"The austere visual aesthetics is absolutely stunning but it's no style-over-substance as the acting is a triumph. The film exceeds my expectations in every respect, Joel Coen imbues a fresh, modern take to the classic Shakespearean tale.",31/12/2021,90.0
509,THE TRAGEDY OF MACBETH,Russ Simmons,KKFI-FM (Kansas City),"Something wicked this way comes in ""The Tragedy of Macbeth"" and it all works.",31/12/2021,80.0
510,THE TRAGEDY OF MACBETH,Norman Wilner,NOW Toronto,McDormand similarly rips into Lady Macbeth with the zeal of someone who's always wondered how she'd handle the role. Turns out she's a natural.,31/12/2021,80.0
511,THE TRAGEDY OF MACBETH,Stephen Romei,The Australian,It is a visually searing tour de force from beginning to end.,31/12/2021,80.0
512,THE TRAGEDY OF MACBETH,Andy Lea,Daily Express (UK),"It emphasises brooding atmosphere, nuanced performances and, most importantly, the Bard's above average dialogue.",31/12/2021,100.0
513,THE TRAGEDY OF MACBETH,Simran Hans,Guardian,"The three witches who prophesy Macbeth's fate are reimagined as one ""weird sister"". She is played by the acclaimed stage actor Kathryn Hunter, who snaps, twists and contorts her body to terrifying, memorable effect.",31/12/2021,60.0
514,THE TRAGEDY OF MACBETH,Tim Appelo,AARP Movies for Grownups,"Joel Coen's first film not co-directed by his brother, Ethan, is as good as their collaborations, and superior to Orson Welles' 1948 Macbeth.",31/12/2021,100.0
515,THE TRAGEDY OF MACBETH,Kiko Martinez,San Antonio Current,"Anchored by a riveting performance by Oscar-winner Denzel Washington, the traditional narrative is enhanced by Bruno Delbonnel's haunting black and white cinematography.",30/12/2021,70.0
516,THE TRAGEDY OF MACBETH,Kevin Maher,Times (UK),"This is a dense, ingenious, hermetically sealed marvel.",30/12/2021,100.0
517,THE TRAGEDY OF MACBETH,Walter Chaw,Film Freak Central,"A haunted interpretation of Shakespeare that underscores my belief that the Coen Brothers - in this case, just Joel - are/is among our finest literary critics.",30/12/2021,87.5
518,THE TRAGEDY OF MACBETH,James Croot,Stuff.co.nz,"Also adding to a rich atmosphere of portent and potency, Coen regular Carter Burwell's understated, haunting score is also a terrific example of this production's winning less-is-more approach.",29/12/2021,90.0
519,THE TRAGEDY OF MACBETH,Karl Delossantos,Smash Cut Reviews,"The way it moves, the way it looks, and the way it feels is otherworldly. Like you're dropped into the Twilight Zone in the 17th Century.",29/12/2021,80.0
520,THE TRAGEDY OF MACBETH,Paul Whitington,Irish Independent,"Beautifully shot in heavy black and white, Coen's film moves towards its bloody climax with relentless purpose, and the director's version of medieval Scotland is grandly theatrical, deliberately so.",29/12/2021,100.0
521,THE TRAGEDY OF MACBETH,Tom Meek,Cambridge Day,"It's a grand reimagining and well acted, with a solid supporting cast, most notably Kathryn Hunter as the witches. As opulent and beguiling as it is to look at, there's something with the tempo and arc that feels a bit off.",28/12/2021,62.5
522,THE TRAGEDY OF MACBETH,Tom Santilli,Movie Show Plus,"...one of the most effective, spell-binding takes on the famous play ever committed to screen.",28/12/2021,84.0
523,THE TRAGEDY OF MACBETH,Peter Canavese,Celluloid Dreams,A very impressive Shakespeare adaptation and one of the best of MACBETH. (Coen sort of outdoes Orson Welles at his own game here).,28/12/2021,87.5
524,THE TRAGEDY OF MACBETH,Kent Turner,Film-Forward.com,"Contorting her body as though she has turned into a raven or changing her voice since she's possessed by multiple spirits, [Kathryn] Hunter becomes an enigmatic imp, and the film's best special effect.",28/12/2021,75.0
525,THE TRAGEDY OF MACBETH,Doug Jamieson,The Jam Report,"With some of the year's most exceptional visuals and two powerhouse performances, Joel Coen proves he can be just as impressive as a solo act.",27/12/2021,90.0
526,THE TRAGEDY OF MACBETH,Steven Prokopy,Third Coast Review,This is that rare film where the atmosphere always seems to match the tone of those in the scene...and it's that level of detail and aesthetic choices that make The Tragedy of Macbeth one of Coen's most harrowing works.,27/12/2021,87.5
527,THE TRAGEDY OF MACBETH,Jeff York,The Establishing Shot,"All told, this version of Macbeth may very well be the finest film adaptation of the Bard since Kenneth Branagh's auspicious debut with HENRY V in 1989.",26/12/2021,100.0
528,THE TRAGEDY OF MACBETH,Ray Pride,Newcity,"A fearsome hallucination in stark black-and-white... less hyperreal than hyper-dreamt, relentlessly crisp.",26/12/2021,100.0
529,THE TRAGEDY OF MACBETH,Christopher Llewellyn Reed,Film Festival Today,"Stunning to behold as it may be, Joel Coen's The Tragedy of Macbeth threatens to unravel into farce in its manic dash to the finish.",25/12/2021,62.5
530,THE TRAGEDY OF MACBETH,Travis Hopson,Punch Drunk Critics,"A recitation is all this version of Macbeth is. The soul is, sadly, long gone.",24/12/2021,50.0
531,THE TRAGEDY OF MACBETH,Chris Agar,Screen Rant,The Tragedy of Macbeth is a visually stunning and faithful Shakespearean adaptation fueled by captivating performances from its stars.,24/12/2021,70.0
532,THE TRAGEDY OF MACBETH,Linda Marric,The Jewish Chronicle,A meticulously executed production with striking German and French expressionist sensibilities.,24/12/2021,100.0
533,THE TRAGEDY OF MACBETH,Richard Crouse,Richard Crouse,Masterful filmmaking mixes and matches the text with compelling images and wonderful performances to create a new take on the Scottish Play that is both respectful and fearlessly fresh.,24/12/2021,80.0
534,THE TRAGEDY OF MACBETH,Shikhar Verma,The Cinemaholic,The fact that Coen gives no new insights into this Shakespearean tale makes its existence sort of redundant and futile.,24/12/2021,40.0
535,THE TRAGEDY OF MACBETH,Mark Dujsik,Mark Reviews Movies,The Tragedy of Macbeth strikes a skillful balance between its striking visual presentation and its presentation of the play.,24/12/2021,87.5
536,THE TRAGEDY OF MACBETH,Don Shanahan,25YL (25 Years Later),There is no shortness of acting brilliance or production value perfection in every corner and millisecond of this picture.,24/12/2021,100.0
537,THE TRAGEDY OF MACBETH,Odie Henderson,RogerEbert.com,"This Macbeth is as much about mood as it is about verse. The visuals acknowledge this, pulling us into the action as if we were seeing it on stage.",23/12/2021,87.5
538,THE TRAGEDY OF MACBETH,Robin Clifford,Reeling Reviews,I got a faithfully constructed story but one without a soul. This is a problem.,23/12/2021,64.0
539,THE TRAGEDY OF MACBETH,Richard Roeper,Chicago Sun-Times,"It's one of the most visually striking and leanest versions of ""the Scottish play"" ever put on film, with blockbuster performances from Oscar winners Frances McDormand and Denzel Washington as Lady and Lord Macbeth, and a brilliant supporting cast.",23/12/2021,87.5
540,THE TRAGEDY OF MACBETH,Michael J. Casey,Boulder Weekly,"I admire 'The Tragedy of Macbeth,' even if it feels like the movie is holding me at arm's length.",23/12/2021,60.0
541,THE TRAGEDY OF MACBETH,Aaron Neuwirth,We Live Entertainment,Finding ways to creatively bring out the most from such a stark setup is clearly the challenge that's been accepted and then turned on its head.,23/12/2021,80.0
542,THE TRAGEDY OF MACBETH,Michael Phillips,Chicago Tribune,"Coen plays riddles with the viewer, just as witches play guessing games with Macbeth.",23/12/2021,87.5
543,THE TRAGEDY OF MACBETH,Steve Katz,Bullz-Eye.com,What Coen does here is so staged and otherworldly in its approach that it somehow makes you examine the work anew after all these centuries.,23/12/2021,90.0
544,THE TRAGEDY OF MACBETH,Chris Knight,National Post,The Tragedy of Macbeth is a triumph. I hope Shakespeare and Coen can work together again some day.,23/12/2021,100.0
545,THE TRAGEDY OF MACBETH,Adam Graham,Detroit News,"""The Tragedy of Macbeth"" is a startling staging of a classic with a life and energy all its own.",23/12/2021,84.0
546,THE TRAGEDY OF MACBETH,Kevin Carr,Fat Guys at the Movies,It's very uniquely done.,23/12/2021,75.0
547,THE TRAGEDY OF MACBETH,Jim Schembri,jimschembri.com,"With a face burning with muted rage and lust for power, Washington registers another compelling performance, his portrait of Macbeth a boiling cocktail of contradiction who, just like other Shakespearean leading men, just can't tell good advice from bad.",23/12/2021,60.0
548,THE TRAGEDY OF MACBETH,Jocelyn Noveck,Associated Press,"No matter how cursed or unlucky the so-called ""Scottish play"" is in theater lore, the stars seem to be aligned here.",23/12/2021,100.0
549,THE TRAGEDY OF MACBETH,Nate Adams,The Only Critic,"""The Tragedy of Macbeth,"" led with tantalizing scorn and reverence by the untouchable Denzel Washington, is a different type of Shakespearean beast.",22/12/2021,84.0
550,THE TRAGEDY OF MACBETH,Karen Gordon,Original Cin,"Joel Coen takes a stab at Shakespeare's murderous Macbeth, creating a spare, subtle, version of Shakespeare's tale of murder and guilt.",22/12/2021,94.0
551,THE TRAGEDY OF MACBETH,Jonathan W. Hickman,The Newnan Times-Herald,This cold telling of the enduring tale is more of a triumph of form over substance. It's hard to dismiss the clinical nature of the entire exercise that does little narratively to distinguish itself.,22/12/2021,60.0
552,THE TRAGEDY OF MACBETH,Paul McGuire Grimes,Paul's Trip to the Movies,It's clear that Joel Coen trusts the language and his actors to do the work as he doesn't try to overwork the piece by giving it an alternative timeline or design concept.,22/12/2021,80.0
553,THE TRAGEDY OF MACBETH,Jason Fraley,"WTOP (Washington, D.C.)","Rather than ""sound and fury signifying nothing,"" Joel Coen's direction drips with symbolism in a directorial masterclass where every shot selection, every camera angle, every macabre nightmare sequence conveys deeper meanings.",22/12/2021,100.0
554,THE TRAGEDY OF MACBETH,Leo Brady,AMovieGuy.com,"What is served is a full meal, delicious from the first frame to last, with a helpful side of thespian performances.",22/12/2021,87.5
555,THE TRAGEDY OF MACBETH,Mick LaSalle,San Francisco Chronicle,"At every moment, there's something to look at and appreciate, and these visuals are always in the service of reinforcing an overall mood or feeling.",22/12/2021,75.0
556,THE TRAGEDY OF MACBETH,Laura Clifford,Reeling Reviews,"Sometimes a film just aggressively leaves one cold...while Bruno Delbonnel's silvery, misty, close-up cinematography is striking, all the German Expressionism on display renders this one ""Lady Macbeth in the Cabinet of Dr. Caligari.""",22/12/2021,64.0
557,THE TRAGEDY OF MACBETH,Sara Michelle Fetters,MovieFreak.com,"By the pricking of my thumbs, something wickedly entertaining this way comes.",22/12/2021,87.5
558,THE TRAGEDY OF MACBETH,Danny Leigh,Financial Times,The aesthetic is a perfect fit for the mood of dread and things askew.,22/12/2021,60.0
559,THE TRAGEDY OF MACBETH,Roger Moore,Movie Nation,"(Not) just a robust rendition that renews The Scottish Play in our memory, but a terrific thriller, a bold, unblinking plunge into murder and madness set against nearly unlimited power.",22/12/2021,87.5
560,THE TRAGEDY OF MACBETH,Jared Mobarak,Jaredmobarak.com,It's as though [Coen] planned everything out for Broadway to ensure the actors remained grounded before expanding his visual scope to cinematic heights.,22/12/2021,80.0
561,THE TRAGEDY OF MACBETH,Mark Feeney,Boston Globe,"It's Washington who dominates, of course, and not just because Macbeth dominates the play. His presence is that commanding.",22/12/2021,87.5
562,THE TRAGEDY OF MACBETH,Ann Hornaday,Washington Post,"The pursuit of power by any means necessary - and the moral injury that ensues - feels both ancient and urgently new, especially when it's animated by the artistry and acute intelligence on display here.",22/12/2021,100.0
563,THE TRAGEDY OF MACBETH,Christopher Lloyd,The Film Yap,"What is the point, really, of Joel Coen doing a Shakespeare adaptation at this stage of his career? A wonderful-looking film that feels more like a filmmaker curating his legacy than striving for something compelling.",22/12/2021,60.0
564,THE TRAGEDY OF MACBETH,Brian Orndorf,Blu-ray.com,"Striking and powerful, with Coen finding his own way with the feature, which emphasizes the madness and violence of the play, joined by a newfound level of claustrophobia.",21/12/2021,84.0
565,THE TRAGEDY OF MACBETH,Josh Larsen,LarsenOnFilm,There's an overall sense of men trying to keep out a spectral presence they don't understand.,21/12/2021,87.5
566,THE TRAGEDY OF MACBETH,Randy Myers,San Jose Mercury News,"The leads are terrific, but Coen's vision stands apart because of its unsettling atmosphere, which is spellbinding and seductive.",21/12/2021,87.5
567,THE TRAGEDY OF MACBETH,Donald Clarke,Irish Times,"This is a Macbeth for the head rather than the heart, but no less beguiling for that.",21/12/2021,80.0
568,THE TRAGEDY OF MACBETH,Alistair Harkness,Scotsman,"This is all potent territory for Coen, directing for the first time without brother Ethan.",21/12/2021,60.0
569,THE TRAGEDY OF MACBETH,Julian Lytle,idobi.com,The Tragedy of Macbeth is an interesting new visual interpretation of the classic play and worth a watch.,21/12/2021,84.0
570,THE TRAGEDY OF MACBETH,Robert Kojder,Flickering Myth,"The Tragedy of Macbeth is a triumph of Coen. Come for the classic tale, or one of the most talented working filmmakers today making his first directorial solo effort, but stay for the magnificently maddening embodiment of Macbeth from Denzel Washington",20/12/2021,80.0
571,THE TRAGEDY OF MACBETH,Mike Massie,Gone With The Twins,"The black-and-white cinematography contributes to the general spotlessness, as well as defining a precise chiaroscuro nightmare, like a Murnau horror.",20/12/2021,60.0
572,THE TRAGEDY OF MACBETH,Katie Walsh,The Playlist,"Though reverent to its references, it is an entirely singular, and overwhelmingly expressive, piece of art.",20/12/2021,100.0
573,THE TRAGEDY OF MACBETH,Sean Mulvihill,FanboyNation.com,"The Tragedy of Macbeth is a meticulously crafted, visually stunning, and well-acted Shakespeare adaptation.",20/12/2021,80.0
574,THE TRAGEDY OF MACBETH,Jeffrey M. Anderson,Common Sense Media,"Stark and severe, with a level of artistry rarely achieved in movies, this black-and-white tragedy may be the best Macbeth ever made, and it's certainly one of the best-ever Shakespeare adaptations.",18/12/2021,100.0
575,THE TRAGEDY OF MACBETH,Preston Barta,Denton Record-Chronicle,"A simple but moderately effective adaptation, aesthetically and thematically existing somewhere between The 400 Blows and The Raven. However, one wishes it were a bit more inventive like the Coens' O Brother, Where Art Thou? was of Homer's The Odyssey.",18/12/2021,60.0
576,THE TRAGEDY OF MACBETH,Julian Roman,MovieWeb,Shakespeare's The Tragedy of Macbeth has never been visualized in such a creative way. Hollywood titans Denzel Washington and Frances McDormand lead a banner ensemble in the classic tale of bloody ambition.,17/12/2021,90.0
577,THE TRAGEDY OF MACBETH,Diego Batlle,Otroscines.com,A very interesting hybrid of film and theater. [Full review in Spanish],16/12/2021,80.0
578,THE TRAGEDY OF MACBETH,Adonis Gonzalez,The Young Folks,"This barebones style of storytelling leads to some noticeable issues in terms of context... Still, these issues are slim for this writer, and the minimalistic, yet altogether striking cinematography serves itself well for Coen's vision",15/12/2021,70.0
579,THE TRAGEDY OF MACBETH,Kaitlyn Booth,Bleeding Cool,"The Tragedy of Macbeth is a masterpiece of incredible set design, fantastic lead performances, and giving the classic play that A24 horror sheen that makes all of their movies just a little unnerving.",14/12/2021,100.0
580,THE TRAGEDY OF MACBETH,Steven D. Greydanus,Our Sunday Visitor,"Fog and mist, translucent pavilion sidewalls, blowing curtains, dark water, shadows, reflections: the film is full of motifs evoking the murkiness in which Macbeth's last days play out.",13/12/2021,94.0
581,THE TRAGEDY OF MACBETH,Jon Negroni,Cinemaholics,"Love or hate The Tragedy of Macbeth, there's no question it contributes something refreshing and new to an outdated genre.",08/12/2021,74.0
582,THE TRAGEDY OF MACBETH,Mark Demetrius,FILMINK (Australia),Gripping and cumulatively powerful cinematic fare...,30/11/2021,90.0
583,THE TRAGEDY OF MACBETH,Rachel Wagner,rachelsreviews.net,I can picture this version being used in high schools in coming years to come. Excellent,28/11/2021,90.0
584,THE TRAGEDY OF MACBETH,Jesse Hassenger,Consequence,"Coen's version of Macbeth is a canny, fascinating hybrid of a theatrical sensibility and a cinematic translation, shot in ghostly monochrome.",29/10/2021,84.0
585,THE TRAGEDY OF MACBETH,Charlotte O'Sullivan,London Evening Standard,"By choosing Washington and McDormand as his leads, Coen puts a fresh spin on familiar phrases.",19/10/2021,100.0
586,THE TRAGEDY OF MACBETH,Katie Smith-Wong,Flick Feast,"Aesthetically striking and deeply disturbing...anchored by two powerhouses of the acting world, it is easy to get sucked into Coen's bold vision.",18/10/2021,80.0
587,THE TRAGEDY OF MACBETH,Helen O'Hara,Empire Magazine,"Stark but utterly compelling, this chilling take on Macbeth is a visually stunning tour de force. It's as good as you'd expect from this cast and crew, which is saying something.",18/10/2021,100.0
588,THE TRAGEDY OF MACBETH,Dwight Brown,National Newspaper Publishers Association,"There comes a point in every year when audiences see a film they believe is this year's masterpiece. This is that time, that film.",12/10/2021,100.0
